BASE	ESQUEMA	TABLA	FILAS	LINEAS	ESTADO
dwh	dwh	fct_traf_ue_sms_2012_09	2536168	2536169	OK
dwh	dwh	fct_traf_ue_sms_2012_10	2537552	2537553	OK
dwh	dwh	fct_traf_ue_sms_2012_11	2507409	2507410	OK
dwh	dwh	fct_traf_ue_sms_2012_12	2599143	2599144	OK
dwh	dwh	fct_traf_ue_sms_2013_01	2564212	2564213	OK
dwh	dwh	fct_traf_ue_sms_2013_02	2488732	2488733	OK
dwh	dwh	fct_traf_ue_sms_2013_03	2531063	2531064	OK
dwh	dwh	fct_traf_ue_sms_2013_04	2551579	2551580	OK
dwh	dwh	fct_traf_ue_sms_2013_05	2549304	2549305	OK
dwh	dwh	fct_traf_ue_sms_2013_06	2509178	2509179	OK
dwh	dwh	fct_traf_ue_sms_2013_07	2548551	2548552	OK
dwh	dwh	fct_traf_ue_sms_2013_08	2529667	2529668	OK
dwh	dwh	fct_traf_ue_sms_2013_09	2523429	2523430	OK
dwh	dwh	fct_traf_ue_sms_2013_10	2548281	2548282	OK
dwh	dwh	fct_traf_ue_sms_2013_11	2505087	2505088	OK
dwh	dwh	fct_traf_ue_sms_2013_12	2512109	2512110	OK
dwh	dwh	fct_traf_ue_sms_2014_01	2450024	2450025	OK
dwh	dwh	fct_traf_ue_sms_2014_02	2378165	2378166	OK
dwh	dwh	fct_traf_ue_sms_2014_03	2374113	2374114	OK
dwh	dwh	fct_traf_ue_sms_2014_04	2348632	2348633	OK
dwh	dwh	fct_traf_ue_sms_2014_05	2362730	2362731	OK
dwh	dwh	fct_traf_ue_sms_2014_06	2322562	2322563	OK
dwh	dwh	fct_traf_ue_sms_2014_07	2345247	2345248	OK
dwh	dwh	fct_traf_ue_sms_2014_08	2374814	2374815	OK
dwh	dwh	fct_traf_ue_sms_2014_09	2431167	2431168	OK
dwh	dwh	fct_traf_ue_sms_2014_10	2414872	2414873	OK
dwh	dwh	fct_traf_ue_sms_2014_11	2405303	2405304	OK
dwh	dwh	fct_traf_ue_sms_2014_12	2432987	2432988	OK
dwh	dwh	fct_traf_ue_sms_2015_01	2405396	2405397	OK
dwh	dwh	fct_traf_ue_sms_2015_02	2364648	2364649	OK
dwh	dwh	fct_traf_ue_sms_2015_03	2363840	2363841	OK
dwh	dwh	fct_traf_ue_sms_2015_04	2405045	2405046	OK
dwh	dwh	fct_traf_ue_sms_2015_05	2411451	2411452	OK
dwh	dwh	fct_traf_ue_sms_2015_06	2404573	2404574	OK
dwh	dwh	fct_traf_ue_sms_2015_07	2414744	2414745	OK
dwh	dwh	fct_traf_ue_sms_2015_08	2403804	2403805	OK
dwh	dwh	fct_traf_ue_sms_2015_09	2391838	2391839	OK
dwh	dwh	fct_traf_ue_sms_2015_10	2401074	2401075	OK
dwh	dwh	fct_traf_ue_sms_2015_11	2369517	2369518	OK
dwh	dwh	fct_traf_ue_sms_2015_12	2419792	2419793	OK
dwh	dwh	fct_traf_ue_sms_2016_01	2385397	2385398	OK
dwh	dwh	fct_traf_ue_sms_2016_02	2261673	2261674	OK
dwh	dwh	fct_traf_ue_sms_2016_03	2395975	2395976	OK
dwh	dwh	fct_traf_ue_sms_2016_04	2359452	2359453	OK
dwh	dwh	fct_traf_ue_sms_2016_05	2374132	2374133	OK
dwh	dwh	fct_traf_ue_sms_2016_06	2339931	2339932	OK
dwh	dwh	fct_traf_ue_sms_2016_07	2365712	2365713	OK
dwh	dwh	fct_traf_ue_sms_2016_08	2437486	2437487	OK
dwh	dwh	fct_traf_ue_sms_2016_09	2718387	2718388	OK
dwh	dwh	fct_traf_ue_sms_2016_10	2892792	2892793	OK
dwh	dwh	fct_traf_ue_sms_2016_11	2431567	2431568	OK
dwh	dwh	fct_traf_ue_sms_2016_12	2461958	2461959	OK
dwh	dwh	fct_traf_ue_sms_2017_01	2479837	2479838	OK
dwh	dwh	fct_traf_ue_sms_2017_02	16803665	16803666	OK
dwh	dwh	fct_traf_ue_sms_2017_03	0	1	OK
dwh	dwh	fct_traf_ue_sms_2017_04	0	1	OK
dwh	dwh	fct_traf_ue_sms_2017_05	0	1	OK
dwh	dwh	fct_traf_ue_sms_2017_06	0	1	OK
dwh	dwh	fct_traf_ue_sms_2017_07	0	1	OK
dwh	dwh	fct_tra_ue_gprs_m	0	1	OK
dwh	dwh	fct_tra_ue_gprs_m_2007_07	169486	169487	OK
dwh	dwh	fct_tra_ue_gprs_m_2007_08	234599	234600	OK
dwh	dwh	fct_tra_ue_gprs_m_2007_09	288577	288578	OK
dwh	dwh	fct_tra_ue_gprs_m_2007_10	341108	341109	OK
dwh	dwh	fct_tra_ue_gprs_m_2007_11	385352	385353	OK
dwh	dwh	fct_tra_ue_gprs_m_2007_12	434801	434802	OK
dwh	dwh	fct_tra_ue_gprs_m_2008_01	479010	479011	OK
dwh	dwh	fct_tra_ue_gprs_m_2008_02	517121	517122	OK
dwh	dwh	fct_tra_ue_gprs_m_2008_03	554624	554625	OK
dwh	dwh	fct_tra_ue_gprs_m_2008_04	586618	586619	OK
dwh	dwh	fct_tra_ue_gprs_m_2008_05	617821	617822	OK
dwh	dwh	fct_tra_ue_gprs_m_2008_06	651296	651297	OK
dwh	dwh	fct_tra_ue_gprs_m_2008_07	689315	689316	OK
dwh	dwh	fct_tra_ue_gprs_m_2008_08	729554	729555	OK
dwh	dwh	fct_tra_ue_gprs_m_2008_09	766713	766714	OK
dwh	dwh	fct_tra_ue_gprs_m_2008_10	801286	801287	OK
dwh	dwh	fct_tra_ue_gprs_m_2008_11	835068	835069	OK
dwh	dwh	fct_tra_ue_gprs_m_2008_12	870103	870104	OK
dwh	dwh	fct_tra_ue_gprs_m_2009_01	904124	904125	OK
dwh	dwh	fct_tra_ue_gprs_m_2009_02	932387	932388	OK
dwh	dwh	fct_tra_ue_gprs_m_2009_03	958549	958550	OK
dwh	dwh	fct_tra_ue_gprs_m_2009_04	958549	958550	OK
dwh	dwh	fct_tra_ue_gprs_m_2009_05	994476	994477	OK
dwh	dwh	fct_tra_ue_gprs_m_2009_06	1015423	1015424	OK
dwh	dwh	fct_tra_ue_gprs_m_2009_07	1038721	1038722	OK
dwh	dwh	fct_tra_ue_gprs_m_2009_08	1063792	1063793	OK
dwh	dwh	fct_tra_ue_gprs_m_2009_09	1086397	1086398	OK
dwh	dwh	fct_tra_ue_gprs_m_2009_10	1109048	1109049	OK
dwh	dwh	fct_tra_ue_gprs_m_2009_11	1129825	1129826	OK
dwh	dwh	fct_tra_ue_gprs_m_2009_12	1152194	1152195	OK
dwh	dwh	fct_tra_ue_gprs_m_2010_01	1175476	1175477	OK
dwh	dwh	fct_tra_ue_gprs_m_2010_02	1195952	1195953	OK
dwh	dwh	fct_tra_ue_gprs_m_2010_03	1217710	1217711	OK
dwh	dwh	fct_tra_ue_gprs_m_2010_04	1237164	1237165	OK
dwh	dwh	fct_tra_ue_gprs_m_2010_05	1256588	1256589	OK
dwh	dwh	fct_tra_ue_gprs_m_2010_06	1276283	1276284	OK
dwh	dwh	fct_tra_ue_gprs_m_2010_07	1298503	1298504	OK
dwh	dwh	fct_tra_ue_gprs_m_2010_08	1322562	1322563	OK
dwh	dwh	fct_tra_ue_gprs_m_2010_09	1347206	1347207	OK
dwh	dwh	fct_tra_ue_gprs_m_2010_10	1347206	1347207	OK
dwh	dwh	fct_tra_ue_gprs_m_2010_11	1387830	1387831	OK
dwh	dwh	fct_tra_ue_gprs_m_2010_12	1387830	1387831	OK
dwh	dwh	fct_tra_ue_gprs_m_2011_01	1428897	1428898	OK
dwh	dwh	fct_tra_ue_gprs_m_2011_02	1454774	1454775	OK
dwh	dwh	fct_tra_ue_gprs_m_2011_03	1481100	1481101	OK
dwh	dwh	fct_tra_ue_gprs_m_2011_04	1506676	1506677	OK
dwh	dwh	fct_tra_ue_gprs_m_2011_05	1531383	1531384	OK
dwh	dwh	fct_tra_ue_gprs_m_2011_06	1558080	1558081	OK
dwh	dwh	fct_tra_ue_gprs_m_2011_07	1587093	1587094	OK
dwh	dwh	fct_tra_ue_gprs_m_2011_08	1617171	1617172	OK
dwh	dwh	fct_tra_ue_gprs_m_2011_09	1644499	1644500	OK
dwh	dwh	fct_tra_ue_gprs_m_2011_10	1677974	1677975	OK
dwh	dwh	fct_tra_ue_gprs_m_2011_11	1711237	1711238	OK
dwh	dwh	fct_tra_ue_gprs_m_2011_12	1745988	1745989	OK
dwh	dwh	fct_tra_ue_gprs_m_2012_01	1778319	1778320	OK
dwh	dwh	fct_tra_ue_gprs_m_2012_02	1807527	1807528	OK
dwh	dwh	fct_tra_ue_gprs_m_2012_03	1837477	1837478	OK
dwh	dwh	fct_tra_ue_gprs_m_2012_04	1864559	1864560	OK
dwh	dwh	fct_tra_ue_gprs_m_2012_05	1893709	1893710	OK
dwh	dwh	fct_tra_ue_gprs_m_2012_06	1922766	1922767	OK
dwh	dwh	fct_tra_ue_gprs_m_2012_07	1951713	1951714	OK
dwh	dwh	fct_tra_ue_gprs_m_2012_08	1981333	1981334	OK
dwh	dwh	fct_tra_ue_gprs_m_2012_09	2006486	2006487	OK
dwh	dwh	fct_tra_ue_gprs_m_2012_10	2032951	2032952	OK
dwh	dwh	fct_tra_ue_gprs_m_2012_11	2056938	2056939	OK
dwh	dwh	fct_tra_ue_gprs_m_2012_12	2089342	2089343	OK
dwh	dwh	fct_tra_ue_gprs_m_2013_01	2118341	2118342	OK
dwh	dwh	fct_tra_ue_gprs_m_2013_02	2145940	2145941	OK
dwh	dwh	fct_tra_ue_gprs_m_2013_03	2179416	2179417	OK
dwh	dwh	fct_tra_ue_gprs_m_2013_04	2219745	2219746	OK
dwh	dwh	fct_tra_ue_gprs_m_2013_05	2253954	2253955	OK
dwh	dwh	fct_tra_ue_gprs_m_2013_06	2283230	2283231	OK
dwh	dwh	fct_tra_ue_gprs_m_2013_07	2312906	2312907	OK
dwh	dwh	fct_tra_ue_gprs_m_2013_08	2340688	2340689	OK
dwh	dwh	fct_tra_ue_gprs_m_2013_09	2368094	2368095	OK
dwh	dwh	fct_tra_ue_gprs_m_2013_10	2395241	2395242	OK
dwh	dwh	fct_tra_ue_gprs_m_2013_11	2419055	2419056	OK
dwh	dwh	fct_tra_ue_gprs_m_2013_12	2420422	2420423	OK
dwh	dwh	fct_tra_ue_gprs_m_2014_01	2461143	2461144	OK
dwh	dwh	fct_tra_ue_gprs_m_2014_02	2485773	2485774	OK
dwh	dwh	fct_tra_ue_gprs_m_2014_03	2508009	2508010	OK
dwh	dwh	fct_tra_ue_gprs_m_2014_04	2527937	2527938	OK
dwh	dwh	fct_tra_ue_gprs_m_2014_05	2545745	2545746	OK
dwh	dwh	fct_tra_ue_gprs_m_2014_06	2565080	2565081	OK
dwh	dwh	fct_tra_ue_gprs_m_2014_07	2586403	2586404	OK
dwh	dwh	fct_tra_ue_gprs_m_2014_08	2612154	2612155	OK
dwh	dwh	fct_tra_ue_gprs_m_2014_09	2636411	2636412	OK
dwh	dwh	fct_tra_ue_gprs_m_2014_10	2661579	2661580	OK
dwh	dwh	fct_tra_ue_gprs_m_2014_11	2686414	2686415	OK
dwh	dwh	fct_tra_ue_gprs_m_2014_12	2713112	2713113	OK
dwh	dwh	fct_tra_ue_gprs_m_2015_01	2739176	2739177	OK
dwh	dwh	fct_tra_ue_gprs_m_2015_02	2760393	2760394	OK
dwh	dwh	fct_tra_ue_gprs_m_2015_03	2781560	2781561	OK
dwh	dwh	fct_tra_ue_gprs_m_2015_04	2801537	2801538	OK
dwh	dwh	fct_tra_ue_gprs_m_2015_05	2823554	2823555	OK
dwh	dwh	fct_tra_ue_gprs_m_2015_06	2845153	2845154	OK
dwh	dwh	fct_tra_ue_gprs_m_2015_07	2862677	2862678	OK
dwh	dwh	fct_tra_ue_gprs_m_2015_08	2883396	2883397	OK
dwh	dwh	fct_tra_ue_gprs_m_2015_09	2905088	2905089	OK
dwh	dwh	fct_tra_ue_gprs_m_2015_10	2924837	2924838	OK
dwh	dwh	fct_tra_ue_gprs_m_2015_11	2943235	2943236	OK
dwh	dwh	fct_tra_ue_gprs_m_2015_12	2966495	2966496	OK
dwh	dwh	fct_tra_ue_gprs_m_2016_01	2987376	2987377	OK
dwh	dwh	fct_tra_ue_gprs_m_2016_02	3003416	3003417	OK
dwh	dwh	fct_tra_ue_gprs_m_2016_03	3019551	3019552	OK
dwh	dwh	fct_tra_ue_gprs_m_2016_04	3022726	3022727	OK
dwh	dwh	fct_tra_ue_gprs_m_2017_01	3194362	3194363	OK
dwh	dwh	fct_tra_ue_gprs_m_2017_02	3215934	3215935	OK
dwh	dwh	fct_tra_ue_gprs_m_2017_03	3233644	3233645	OK
dwh	dwh	fct_tra_ue_gprs_m_2017_04	3253916	3253917	OK
dwh	dwh	fct_tra_ue_gprs_m_2017_05	3273404	3273405	OK
dwh	dwh	fct_tra_ue_gprs_m_2017_06	3297658	3297659	OK
dwh	dwh	fct_tra_ue_gprs_m_2017_07	3321305	3321306	OK
dwh	dwh	fct_tra_ue_gprs_m_2017_08	3343090	3343091	OK
dwh	dwh	fct_tra_ue_gprs_m_2017_09	3364465	3364466	OK
dwh	dwh	fct_tra_ue_gprs_m_2017_10	3393268	3393269	OK
dwh	dwh	fct_tra_ue_gprs_m_2017_11	3416302	3416303	OK
dwh	dwh	fct_tra_ue_gprs_m_2017_12	3439602	3439603	OK
dwh	dwh	fct_tra_ue_gprs_m_2018_01	3465429	3465430	OK
dwh	dwh	fct_tra_ue_gprs_m_2018_02	3487022	3487023	OK
dwh	dwh	fct_tra_ue_gprs_m_2018_03	3508545	3508546	OK
dwh	dwh	fct_tra_ue_gprs_m_2018_04	3531156	3531157	OK
dwh	dwh	fct_tra_ue_gprs_m_2018_05	3556373	3556374	OK
dwh	dwh	fct_tra_ue_gprs_m_2018_06	3578129	3578130	OK
dwh	dwh	fct_tra_ue_gprs_m_2018_07	3606234	3606235	OK
dwh	dwh	fct_tra_ue_gprs_m_2018_08	3630775	3630776	OK
dwh	dwh	fct_tra_ue_gprs_m_2018_09	0	1	OK
dwh	dwh	fct_tra_ue_gprs_m_2018_10	3687540	3687541	OK
dwh	dwh	fct_tra_ue_gprs_m_2018_11	3712680	3712681	OK
dwh	dwh	fct_tra_ue_m	0	1	OK
dwh	dwh	fct_tra_ue_m_2007_07	1131133	1131134	OK
dwh	dwh	fct_tra_ue_m_2007_08	1302887	1302888	OK
dwh	dwh	fct_tra_ue_m_2007_09	1435210	1435211	OK
dwh	dwh	fct_tra_ue_m_2007_10	1548776	1548777	OK
dwh	dwh	fct_tra_ue_m_2007_11	1640705	1640706	OK
dwh	dwh	fct_tra_ue_m_2007_12	1753077	1753078	OK
dwh	dwh	fct_tra_ue_m_2008_01	1836434	1836435	OK
dwh	dwh	fct_tra_ue_m_2008_02	1907468	1907469	OK
dwh	dwh	fct_tra_ue_m_2008_03	1969464	1969465	OK
dwh	dwh	fct_tra_ue_m_2008_04	2001533	2001534	OK
dwh	dwh	fct_tra_ue_m_2008_05	2043719	2043720	OK
dwh	dwh	fct_tra_ue_m_2008_06	2108305	2108306	OK
dwh	dwh	fct_tra_ue_m_2008_07	2180237	2180238	OK
dwh	dwh	fct_tra_ue_m_2008_08	2251896	2251897	OK
dwh	dwh	fct_tra_ue_m_2008_09	2311365	2311366	OK
dwh	dwh	fct_tra_ue_m_2008_10	2363103	2363104	OK
dwh	dwh	fct_tra_ue_m_2008_11	2418588	2418589	OK
dwh	dwh	fct_tra_ue_m_2008_12	2466279	2466280	OK
dwh	dwh	fct_tra_ue_m_2009_01	2466279	2466280	OK
dwh	dwh	fct_tra_ue_m_2009_02	2544382	2544383	OK
dwh	dwh	fct_tra_ue_m_2009_03	2575005	2575006	OK
dwh	dwh	fct_tra_ue_m_2009_04	2605997	2605998	OK
dwh	dwh	fct_tra_ue_m_2009_05	2636448	2636449	OK
dwh	dwh	fct_tra_ue_m_2009_06	2665455	2665456	OK
dwh	dwh	fct_tra_ue_m_2009_07	2682594	2682595	OK
dwh	dwh	fct_tra_ue_m_2009_08	2694594	2694595	OK
dwh	dwh	fct_tra_ue_m_2009_09	2701754	2701755	OK
dwh	dwh	fct_tra_ue_m_2009_10	2706609	2706610	OK
dwh	dwh	fct_tra_ue_m_2009_11	2710405	2710406	OK
dwh	dwh	fct_tra_ue_m_2009_12	2713141	2713142	OK
dwh	dwh	fct_tra_ue_m_2010_01	2716252	2716253	OK
dwh	dwh	fct_tra_ue_m_2010_02	2719614	2719615	OK
dwh	dwh	fct_tra_ue_m_2010_03	2722469	2722470	OK
dwh	dwh	fct_tra_ue_m_2010_04	2725796	2725797	OK
dwh	dwh	fct_tra_ue_m_2010_05	2733458	2733459	OK
dwh	dwh	fct_tra_ue_m_2010_06	2744703	2744704	OK
dwh	dwh	fct_tra_ue_m_2010_07	2750647	2750648	OK
dwh	dwh	fct_tra_ue_m_2010_08	2754283	2754284	OK
dwh	dwh	fct_tra_ue_m_2010_09	2763119	2763120	OK
dwh	dwh	fct_tra_ue_m_2010_10	2779928	2779929	OK
dwh	dwh	fct_tra_ue_m_2010_11	2779928	2779929	OK
dwh	dwh	fct_tra_ue_m_2010_12	2800202	2800203	OK
dwh	dwh	fct_tra_ue_m_2011_01	2813814	2813815	OK
dwh	dwh	fct_tra_ue_m_2011_02	2824577	2824578	OK
dwh	dwh	fct_tra_ue_m_2011_03	2836741	2836742	OK
dwh	dwh	fct_tra_ue_m_2011_04	2848874	2848875	OK
dwh	dwh	fct_tra_ue_m_2011_05	2860488	2860489	OK
dwh	dwh	fct_tra_ue_m_2011_06	2871394	2871395	OK
dwh	dwh	fct_tra_ue_m_2011_07	2884689	2884690	OK
dwh	dwh	fct_tra_ue_m_2011_08	2902876	2902877	OK
dwh	dwh	fct_tra_ue_m_2011_09	2921965	2921966	OK
dwh	dwh	fct_tra_ue_m_2011_10	2948198	2948199	OK
dwh	dwh	fct_tra_ue_m_2011_11	2967471	2967472	OK
dwh	dwh	fct_tra_ue_m_2011_12	2991338	2991339	OK
dwh	dwh	fct_tra_ue_m_2012_01	3008007	3008008	OK
dwh	dwh	fct_tra_ue_m_2012_02	3031382	3031383	OK
dwh	dwh	fct_tra_ue_m_2012_03	3049630	3049631	OK
dwh	dwh	fct_tra_ue_m_2012_04	3063591	3063592	OK
dwh	dwh	fct_tra_ue_m_2012_05	3081585	3081586	OK
dwh	dwh	fct_tra_ue_m_2012_06	3096492	3096493	OK
dwh	dwh	fct_tra_ue_m_2012_07	3111646	3111647	OK
dwh	dwh	fct_tra_ue_m_2012_08	3127797	3127798	OK
dwh	dwh	fct_tra_ue_m_2012_09	3139697	3139698	OK
dwh	dwh	fct_tra_ue_m_2012_10	3153993	3153994	OK
dwh	dwh	fct_tra_ue_m_2012_11	3166027	3166028	OK
dwh	dwh	fct_tra_ue_m_2012_12	3185915	3185916	OK
dwh	dwh	fct_tra_ue_m_2013_01	3202272	3202273	OK
dwh	dwh	fct_tra_ue_m_2013_02	3213968	3213969	OK
dwh	dwh	fct_tra_ue_m_2013_03	3226990	3226991	OK
dwh	dwh	fct_tra_ue_m_2013_04	3240780	3240781	OK
dwh	dwh	fct_tra_ue_m_2013_05	3252690	3252691	OK
dwh	dwh	fct_tra_ue_m_2013_06	3263775	3263776	OK
dwh	dwh	fct_tra_ue_m_2013_07	3276798	3276799	OK
dwh	dwh	fct_tra_ue_m_2013_08	3288518	3288519	OK
dwh	dwh	fct_tra_ue_m_2013_09	3300982	3300983	OK
dwh	dwh	fct_tra_ue_m_2013_10	3312259	3312260	OK
dwh	dwh	fct_tra_ue_m_2013_11	3321542	3321543	OK
dwh	dwh	fct_tra_ue_m_2013_12	3329947	3329948	OK
dwh	dwh	fct_tra_ue_m_2014_01	3337491	3337492	OK
dwh	dwh	fct_tra_ue_m_2014_02	3348213	3348214	OK
dwh	dwh	fct_tra_ue_m_2014_03	3354658	3354659	OK
dwh	dwh	fct_tra_ue_m_2014_04	3360795	3360796	OK
dwh	dwh	fct_tra_ue_m_2014_05	3365430	3365431	OK
dwh	dwh	fct_tra_ue_m_2014_06	3373019	3373020	OK
dwh	dwh	fct_tra_ue_m_2014_07	3379643	3379644	OK
dwh	dwh	fct_tra_ue_m_2014_08	3391488	3391489	OK
dwh	dwh	fct_tra_ue_m_2014_09	3401082	3401083	OK
dwh	dwh	fct_tra_ue_m_2014_10	3412455	3412456	OK
dwh	dwh	fct_tra_ue_m_2014_11	3423345	3423346	OK
dwh	dwh	fct_tra_ue_m_2014_12	3434404	3434405	OK
dwh	dwh	fct_tra_ue_m_2015_01	3444619	3444620	OK
dwh	dwh	fct_tra_ue_m_2015_02	3453959	3453960	OK
dwh	dwh	fct_tra_ue_m_2015_03	3461714	3461715	OK
dwh	dwh	fct_tra_ue_m_2015_04	3471049	3471050	OK
dwh	dwh	fct_tra_ue_m_2015_05	3479830	3479831	OK
dwh	dwh	fct_tra_ue_m_2015_06	3488922	3488923	OK
dwh	dwh	fct_tra_ue_m_2015_07	3496858	3496859	OK
dwh	dwh	fct_tra_ue_m_2015_08	3506179	3506180	OK
dwh	dwh	fct_tra_ue_m_2015_09	3515680	3515681	OK
dwh	dwh	fct_tra_ue_m_2015_10	3523245	3523246	OK
dwh	dwh	fct_tra_ue_m_2015_11	3530215	3530216	OK
dwh	dwh	fct_tra_ue_m_2015_12	3538535	3538536	OK
dwh	dwh	fct_tra_ue_m_2016_01	3545403	3545404	OK
dwh	dwh	fct_tra_ue_m_2016_02	3551602	3551603	OK
dwh	dwh	fct_tra_ue_m_2016_03	3558884	3558885	OK
dwh	dwh	fct_tra_ue_m_2016_04	3559791	3559792	OK
dwh	dwh	fct_tra_ue_m_2017_01	3634924	3634925	OK
dwh	dwh	fct_tra_ue_m_2017_02	1541034	1541035	OK
dwh	dwh	fct_tra_ue_m_2017_03	1557717	1557718	OK
dwh	dwh	fct_tra_ue_m_2017_04	1535480	1535481	OK
dwh	dwh	fct_tra_ue_m_2017_05	1546766	1546767	OK
dwh	dwh	fct_tra_ue_m_2017_06	1553217	1553218	OK
dwh	dwh	fct_tra_ue_m_2017_07	1602086	1602087	OK
dwh	dwh	fct_tra_ue_m_2017_08	1660822	1660823	OK
dwh	dwh	fct_tra_ue_m_2017_09	1628038	1628039	OK
dwh	dwh	fct_tra_ue_m_2017_10	1649725	1649726	OK
dwh	dwh	fct_tra_ue_m_2017_11	1626036	1626037	OK
dwh	dwh	fct_tra_ue_m_2017_12	1649407	1649408	OK
dwh	dwh	fct_tra_ue_m_2018_01	1659337	1659338	OK
dwh	dwh	fct_tra_ue_m_2018_02	1622186	1622187	OK
dwh	dwh	fct_tra_ue_m_2018_03	1646836	1646837	OK
dwh	dwh	fct_tra_ue_m_2018_04	0	1	OK
dwh	dwh	fct_tra_ue_m_2018_05	1654107	1654108	OK
dwh	dwh	fct_tra_ue_m_2018_06	1653543	1653544	OK
dwh	dwh	fct_tra_ue_m_2018_07	1674449	1674450	OK
dwh	dwh	fct_tra_ue_m_2018_08	1681208	1681209	OK
dwh	dwh	fct_tra_ue_m_2018_09	0	1	OK
dwh	dwh	fct_tra_ue_m_2018_10	1710567	1710568	OK
dwh	dwh	fct_tra_ue_m_2018_11	1707742	1707743	OK
dwh	dwh	fct_tra_ue_sms_m	0	1	OK
dwh	dwh	fct_tra_ue_sms_m_2007_07	1039150	1039151	OK
dwh	dwh	fct_tra_ue_sms_m_2007_08	1184054	1184055	OK
dwh	dwh	fct_tra_ue_sms_m_2007_09	1299563	1299564	OK
dwh	dwh	fct_tra_ue_sms_m_2007_10	1405426	1405427	OK
dwh	dwh	fct_tra_ue_sms_m_2007_11	1493075	1493076	OK
dwh	dwh	fct_tra_ue_sms_m_2007_12	1602663	1602664	OK
dwh	dwh	fct_tra_ue_sms_m_2008_01	1685146	1685147	OK
dwh	dwh	fct_tra_ue_sms_m_2008_02	1759062	1759063	OK
dwh	dwh	fct_tra_ue_sms_m_2008_03	1824242	1824243	OK
dwh	dwh	fct_tra_ue_sms_m_2008_04	1870487	1870488	OK
dwh	dwh	fct_tra_ue_sms_m_2008_05	1919006	1919007	OK
dwh	dwh	fct_tra_ue_sms_m_2008_06	1983762	1983763	OK
dwh	dwh	fct_tra_ue_sms_m_2008_07	2057814	2057815	OK
dwh	dwh	fct_tra_ue_sms_m_2008_08	2130362	2130363	OK
dwh	dwh	fct_tra_ue_sms_m_2008_09	2192197	2192198	OK
dwh	dwh	fct_tra_ue_sms_m_2008_10	2247633	2247634	OK
dwh	dwh	fct_tra_ue_sms_m_2008_11	2305447	2305448	OK
dwh	dwh	fct_tra_ue_sms_m_2008_12	2357130	2357131	OK
dwh	dwh	fct_tra_ue_sms_m_2009_01	2407273	2407274	OK
dwh	dwh	fct_tra_ue_sms_m_2009_02	2449864	2449865	OK
dwh	dwh	fct_tra_ue_sms_m_2009_03	2480501	2480502	OK
dwh	dwh	fct_tra_ue_sms_m_2009_04	2512738	2512739	OK
dwh	dwh	fct_tra_ue_sms_m_2009_05	2544980	2544981	OK
dwh	dwh	fct_tra_ue_sms_m_2009_06	2575827	2575828	OK
dwh	dwh	fct_tra_ue_sms_m_2009_07	2598431	2598432	OK
dwh	dwh	fct_tra_ue_sms_m_2009_08	2617159	2617160	OK
dwh	dwh	fct_tra_ue_sms_m_2009_09	2630884	2630885	OK
dwh	dwh	fct_tra_ue_sms_m_2009_10	2640569	2640570	OK
dwh	dwh	fct_tra_ue_sms_m_2009_11	2648233	2648234	OK
dwh	dwh	fct_tra_ue_sms_m_2009_12	2654804	2654805	OK
dwh	dwh	fct_tra_ue_sms_m_2010_01	2654804	2654805	OK
dwh	dwh	fct_tra_ue_sms_m_2010_02	2666481	2666482	OK
dwh	dwh	fct_tra_ue_sms_m_2010_03	2673007	2673008	OK
dwh	dwh	fct_tra_ue_sms_m_2010_04	2678934	2678935	OK
dwh	dwh	fct_tra_ue_sms_m_2010_05	2688334	2688335	OK
dwh	dwh	fct_tra_ue_sms_m_2010_06	2701065	2701066	OK
dwh	dwh	fct_tra_ue_sms_m_2010_07	2709626	2709627	OK
dwh	dwh	fct_tra_ue_sms_m_2010_08	2715872	2715873	OK
dwh	dwh	fct_tra_ue_sms_m_2010_09	2729518	2729519	OK
dwh	dwh	fct_tra_ue_sms_m_2010_10	2752543	2752544	OK
dwh	dwh	fct_tra_ue_sms_m_2010_11	2767307	2767308	OK
dwh	dwh	fct_tra_ue_sms_m_2010_12	2781419	2781420	OK
dwh	dwh	fct_tra_ue_sms_m_2011_01	2781419	2781420	OK
dwh	dwh	fct_tra_ue_sms_m_2011_02	2809938	2809939	OK
dwh	dwh	fct_tra_ue_sms_m_2011_03	2824184	2824185	OK
dwh	dwh	fct_tra_ue_sms_m_2011_04	2838182	2838183	OK
dwh	dwh	fct_tra_ue_sms_m_2011_05	2851962	2851963	OK
dwh	dwh	fct_tra_ue_sms_m_2011_06	2865713	2865714	OK
dwh	dwh	fct_tra_ue_sms_m_2011_07	2881430	2881431	OK
dwh	dwh	fct_tra_ue_sms_m_2011_08	2901826	2901827	OK
dwh	dwh	fct_tra_ue_sms_m_2011_09	2922391	2922392	OK
dwh	dwh	fct_tra_ue_sms_m_2011_10	2949895	2949896	OK
dwh	dwh	fct_tra_ue_sms_m_2011_11	2969881	2969882	OK
dwh	dwh	fct_tra_ue_sms_m_2011_12	2995619	2995620	OK
dwh	dwh	fct_tra_ue_sms_m_2012_01	3013482	3013483	OK
dwh	dwh	fct_tra_ue_sms_m_2012_02	3037888	3037889	OK
dwh	dwh	fct_tra_ue_sms_m_2012_03	3057413	3057414	OK
dwh	dwh	fct_tra_ue_sms_m_2012_04	3071243	3071244	OK
dwh	dwh	fct_tra_ue_sms_m_2012_05	3090150	3090151	OK
dwh	dwh	fct_tra_ue_sms_m_2012_06	3106169	3106170	OK
